# Table de correspondance sigle -> raison sociale complete.
#
# POURQUOI CE FICHIER EXISTE
# La table `companies` ne contient que ce que le PV imprime, souvent un
# sigle ("NOVEC", "SGIAT", "TFC"). Ce fichier lui associe la raison sociale
# complete, verifiee a la main.
#
# LA COLONNE QUI COMPTE : `confirme_dans_le_document`
# Une recherche web repond a "ce nom existe-t-il ?". La question qui compte
# est "CE document parle-t-il de cette entreprise ?". Les deux ne coincident
# pas toujours, et l'ecart peut fabriquer une accusation :
#
#   TFC : "Les Travaux de Fluide de Casablanca" existe reellement. Mais dans
#   le seul document du corpus ou "TFC" apparait (91c4c9e17fc3), c'est
#   l'en-tete de colonne "Montant TTC" mal lu par l'OCR — le vrai
#   attributaire est LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT,
#   ligne suivante, 650 880 MAD. Rattacher ce marche a TFC Casablanca sur la
#   foi du web aurait credite une entreprise reelle d'un marche auquel elle
#   n'a jamais soumissionne, avec un score de risque a cote.
#
# REGLE : `oui` exige d'avoir OUVERT le PDF source et vu le nom. Une
# correspondance web seule reste `a_verifier` et n'est PAS affichee comme
# un fait par le dashboard. `non` = piege identifie, ne jamais rattacher.
#
# Genere/complete a la main. Colonnes :
#   normalized_name  la cle exacte de companies.normalized_name
#   nom_corrige      nom de remplacement quand le libelle extrait est
#                    inutilisable comme identite mais contient un nom lisible.
#                    Applique par database/crud/companies.py AVANT la
#                    normalisation. Vide dans la quasi-totalite des cas.
#   nom_complet      la raison sociale, ou vide si non etabli
#   ville            si connue
#   source_url       d'ou vient l'information
#   confirme_dans_le_document  oui | non | a_verifier
#   verifie_le       AAAA-MM-JJ
#   notes            tout ce qui a surpris
normalized_name,nom_complet,nom_corrige,ville,source_url,confirme_dans_le_document,verifie_le,notes
STF GEO SONI A BARHDAI,STE GEO SONIA BARHDADI,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV est lui-meme degrade ('STf GEO SoNI)A BARHDAI)I') : la degradation vient du document, pas de l'extraction. NON TROUVEE. Nom severement abime par l'OCR : probablement 'STE GEO SONIA BARHDADI' — un cabinet de topographie portant un nom de personne. L'Ordre national des ingenieurs geometres-topographes tient un registre, non interrogeable par cette recherche."
STWERGY MAROC,STWERGY MAROC,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel. NON TROUVEE. Probable lecture OCR de 'SYNERGY MAROC' ou 'STE WERGY' — plusieurs SYNERGY existent au registre marocain, aucune ne peut etre rattachee sans le PDF. Rappel : normalize_company_name() garde volontairement SIWERGY et STWERGY distincts."
SUD BTP,,,,,a_verifier,2026-08-27,NON TROUVEE nominativement. 'Valeur Sud BTP' existe mais rien ne permet de l'y rattacher.
SUPER AUTO DISTRIBUTION,SUPER AUTO DISTRIBUTION (concessionnaire Audi / Volkswagen / Skoda),,Rabat,https://www.charika.ma/societe-super-auto-distribution-10350,a_verifier,2026-08-27,"38 zone industrielle Vita, Rabat. Creee en 1992, RC 42365. Agences Rabat, Sale, Temara. ISO 9001."
SUPER GUARD,SUPER GUARD,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme : liste des concurrents admis sans reserve. NON TROUVEE, y compris sur leeds.ma (plateforme des marches publics marocains). Nombreuses societes de gardiennage homonymes au Maroc, aucune rattachable."
SYAM ATLAS,STE SYAM ATLAS,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
TANGER CONSOMABLE,Societe TANGER CONSOMABLE,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme avec cette orthographe : ce n'est pas une lecture OCR de 'CONSOMMABLE', c'est le nom depose. NON TROUVEE nominativement. 'CONSOMABLE' est probablement une lecture OCR de 'CONSOMMABLE'. Nombreux distributeurs de consommables a Tanger, aucun rattachable."
TANSIFT CONTRACTOR DIRECT,TANSIFT CONTRACTOR,,Sale,https://www.charika.ma/societe-tansift-contractor-208546,a_verifier,2026-08-27,"Fiche CHARIKA 208546, Sale. Le suffixe 'DIRECT' du nom extrait n'apparait pas au registre — a verifier sur le PDF. Doublon en base avec 'TANSIFT CONTRACTOR DIRECTR'."
TANSIFT CONTRACTOR DIRECTR,TANSIFT CONTRACTOR (variante OCR),TANSIFT CONTRACTOR DIRECT,Sale,https://www.charika.ma/societe-tansift-contractor-208546,a_verifier,2026-08-27,"[NOM CORRIGE -> 'TANSIFT CONTRACTOR DIRECT' — DOUBLON : un R parasite en fin. Fusionne avec 'TANSIFT CONTRACTOR DIRECT'. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] DOUBLON OCR de 'TANSIFT CONTRACTOR DIRECT' — un R parasite en fin. L'un des 3 doublons non fusionnes documentes dans bigdata/README.md : les marches de cette entreprise sont scindes sur deux lignes, donc sa part de marche est fausse."
TAZART ENNAKHIL,,,,,non,2026-08-27,"BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Toponymes (lieux-dits), pas une entreprise."
TCN,TCN — Travaux de Centre et de Nivellement,,,https://www.charika.ma/societe-travaux-de-centre-et-de-nivellement-20116,a_verifier,2026-08-27,Sigle developpe trouve au registre CHARIKA (fiche 20116). Terrassement et nivellement.
TECHNIQUES X OFFTCE SYSREMS,X OFFICE SYSTEMS (XOS) — distributeur exclusif Xerox au Maroc,X OFFICE SYSTEMS,Casablanca,https://www.charika.ma/societe-x-office-systems-160861,oui,2026-08-27,"[NOM CORRIGE -> 'X OFFICE SYSTEMS' — le PV ecrit 'x oFFIcE SYSTEMS' dans sa liste des concurrents. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [CONFIRME DANS LE PV — la liste des concurrents du doc 4a7c73d09182 porte 'x oFFIcE SYSTEMS', aux cotes de MFt MAROC et ARKEos. Le document nomme donc l'entreprise lui-meme ; 'OFFTCE SYSREMS' etait la lecture degradee de la ligne d'attribution.] LECTURE OCR ELUCIDEE : 'OFFTCE SYSREMS' = 'OFFICE SYSTEMS' (I lus T, T lu R). Le 'X' initial n'est PAS du bruit — il fait partie de la raison sociale 'X Office Systems'. SA creee en 2005, capital initial 15 MDH. Importateur et distributeur exclusif Xerox et ROWE au Maroc. DG : Souad Skalli, ex-DG de Xerox Maroc. Elue service client de l'annee 2023 en distribution de materiel bureautique."
TECTRA,"TECTRA (travail temporaire, recrutement, formation)",,Casablanca / Mohammedia,https://tectra.ma/,a_verifier,2026-08-27,"COHERENCE PARFAITE AVEC LA VERITE TERRAIN : le doc 9140a66a (AO 08/2023/CRIDOE) porte sur 'la realisation des prestations d'interim au profit du CRI Dakhla Oued Eddahab' — et TECTRA est le leader marocain du travail temporaire. Fondee en 2002, agrement du ministere du Travail (art. 482 du dahir 1-00-194), ISO 9001 certifiee par Bureau Veritas le 14/12/2008. Filiale a Abidjan depuis 2019."
TELEPAC TECHNOLOGY,"TELEPAC TECHNOLOGY (integration SI, defense/securite, telecom, aeronautique)",,Casablanca,https://www.telepactechnology.com/,a_verifier,2026-08-27,"Zone industrielle Sidi Maarouf, Casablanca. Creee en 1995. RC 80087, ICE 001624401000014. Editeur logiciel CTI/securite, equipements medicaux et aeroportuaires."
TFC,,,Casablanca,https://www.telecontact.ma/,non,2026-08-27,"PIEGE VERIFIE — ne jamais rattacher. 'Les Travaux de Fluide de Casablanca' existe bien, mais dans doc 91c4c9e17fc3 'TFC' est l'en-tete de colonne 'Montant TTC' mal lu par l'OCR. Vrai attributaire : LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT, 650 880 MAD, AO 107/DR3/2024 ONEE."
TIC,,,,,non,2026-08-27,"BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Fragment de 3 lettres, non identifiable."
TP HORIZON,STE TP HORIZON SARL,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme au Maroc — les 'HORIZON TP' de France et du Senegal trouves sur le web sont ECARTES. NON TROUVEE au Maroc. Les 'HORIZON TP' trouves sont en France et au Senegal — homonymes, a ne pas rattacher."
TRAFFITEC- RIFL BIOMETRICS- RPR- ES DATA SERVICES,Groupement TRAFFITEC + RIFL BIOMETRICS + RPR + ES DATA SERVICES,,Rabat / Casablanca,https://riflbiometrics.com/,a_verifier,2026-08-27,"Meme groupement que l'entree 'RIFL BIOMETRICS TRAFFITEC ET RPR', ici avec un quatrieme membre ('ES DATA SERVICES') et dans un ordre different — DEUX LIGNES EN BASE POUR UN MEME GROUPEMENT, un doublon de plus que les 3 deja documentes. TRAFFITEC : eclairage public, Rabat-Agdal, RC 81279, ICE 000219926000047. RIFL BIOMETRICS : biometrie et controle d'acces, Casablanca, creee en 2006 par RIFL SA (France)."
TRANSITLOOP,"TRANSITLOOP (developpement logiciel, services informatiques)",,,https://www.charika.ma/societe-transitloop-1353498,a_verifier,2026-08-27,"Developpement et commercialisation de logiciels, services informatiques et electroniques, import-export. Une entite homonyme travaille sur les donnees de mobilite urbaine (format GTFS, application MdinaMapper)."
TRANZDI,STE TRANZDI SARL,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
TRAVAUX D AMENAGEMENT DES VOIES ET RUES DE IA VILLE DE MARRAKECH,,,,,non,2026-08-27,"BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Objet du marche capte a la place du nom."
USTIFICATION,,,,,non,2026-08-27,"[BRUIT CONFIRME PAR LE PV — le PV ecrit 'ustification du choix de l'attributaire' — J perdu.] BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Lecture OCR de 'JUSTIFICATION' (J perdu)."
VADEQ DISTRIBUTION,"VADEQ DISTRIBUTION (negoce, vehicules, materiel TP et agricole)",,Ait Melloul / Laayoune,https://www.charika.ma/societe-vadeq-distribution-431773,a_verifier,2026-08-27,"Import-export et negoce : fruits et legumes, vehicules neufs et d'occasion (tracteurs, utilitaires, camions), materiel de travaux publics, agricole et industriel, pieces de rechange."
VAROSSE,"VAROSSE (produits phytosanitaires, engrais, materiel d'irrigation)",,,https://www.charika.ma/societe-varosse-938969,a_verifier,2026-08-27,"Vente en gros/detail de produits phytosanitaires, engrais, et MATERIEL DE POMPAGE D'EAU ET D'IRRIGATION — a rapprocher de l'objet du marche remporte."
WAFA LLD,WAFA LLD — Wafa Location Longue Duree,,Casablanca,https://www.attijariwafabank.com/en/brands-and-Moroccan-subsidiaries/wafa-lld,a_verifier,2026-08-27,"[NON CONFIRME — VERIFICATION MANUELLE : le test automatique avait retenu 'LOCATION LONGUE DUREE' comme preuve, mais ces mots viennent de l'OBJET du marche ('LOCATION LONGUE DUREE (LLD) DE VEHICULES NEUFS POUR LE COMPTE DE LA SOCIETE AGADIR SOUSS MASSA'), pas du nom de l'entreprise. La coherence activite/objet reste forte — Wafa LLD est la filiale de location longue duree d'Attijariwafa bank — mais le document ne nomme pas l'entreprise plus completement que 'WAFA LLD'.] Filiale du groupe Attijariwafa bank. Leader multimarque de la location longue duree de vehicules au Maroc. Zone industrielle Ain Sebaa + 5 bd Abdelmoumen, Casablanca."
ZAID S PRO COMPANY,"ZAID'S PRO COMPANY SARL (materiel informatique, conseil IT)",,Sale,https://www.charika.ma/societe-zaid-s-pro-company-1045190,a_verifier,2026-08-27,"34 rue Sidi Mchich, Bab Merssa, Sale. RC 29133, ICE 002181467000052."
ZAMANE EL KHEIR ET RT NEGOCE,Groupement ZAMANE EL KHEIR + RT NEGOCE,,El Jadida,https://www.charika.ma/societe-zamane-el-kheir-137780,a_verifier,2026-08-27,"CORROBORATION PRESSE EXACTE DU GROUPEMENT : Medias24 (08/01/2025) decrit 'un groupement compose des societes Zamane El Kheir et RT Negoce' attributaire d'un parking souterrain et d'un souk de proximite place de Russie, quartier de l'Ocean a Rabat, pour 28,7 MDH. Les DEUX membres, dans le meme ordre que notre valeur extraite. ZAMANE EL KHEIR : SARL El Jadida, creee en 2003, RC 3447, ICE 001530495000090, construction metallique, genie civil, transport de marchandises. zamaneelkheir.com."
ZAYANE JARDINE FR,Ste ZAYANE JARDINE FR,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE. 'ZAYANE MAROC TRANS' existe (quincaillerie, travaux) mais activite differente."
ZED,,,,,a_verifier,2026-08-27,NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Extrait du brut 'LA SOCIETE ZED S' — sigle tres court.
ZIN 2M TRAV,"LA SOCIETE ZIN 2M TRAV SARL AU (App. 15, centre commercial, av. El Massira)",,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne l'adresse. NON TROUVEE. Extrait du brut 'Concurrent 1 : LA SOCIETE : ZIN 2M TRAV SARL AU'.
